caseid,injseverity
46:17:02,1
49:25:02,1
50:58:02,3
43:26:01,3
82:42:01,3
74:13:01,3
76:58:02,1
44:34:02,3
41:36:02,0
0.57224537,1
0.167384259,3
82:08:01,0
75:33:01,0
12:14:01,3
0.229884259,0
44:09:02,3
11:54:02,1
13:08:02,1
77:40:01,0
46:26:02,3
9:41:02,3
72:37:02,0
46:09:02,3
0.262523148,3
83:23:01,3
49:52:01,1
46:14:01,3
80:01:01,3
13:34:02,3
75:07:01,0
75:25:01,1
75:41:02,1
78:45:02,3
0.451423611,3
74:37:01,1
48:03:02,2
50:54:01,0
81:51:01,3
46:02:01,0
76:08:02,3
83:28:01,2
79:41:01,1
48:42:02,3
0.42849537,1
49:08:01,0
75:48:01,3
50:43:02,3
75:29:02,3
77:33:02,3
0.590300926,1
0.31181713,0
77:11:01,0
76:58:01,1
0.424328704,1
75:00:01,1
48:39:01,1
44:47:01,1
76:22:02,3
0.552106481,0
52:12:01,3
46:08:01,1
49:50:01,3
72:33:01,2
47:50:01,3
77:52:01,1
45:43:02,3
73:24:02,3
0.429895833,3
0.686122685,3
8:17:02,3
0.552789352,3
79:37:01,3
0.32224537,1
0.188900463,3
0.136122685,3
52:27:01,0
51:22:01,3
81:48:02,3
73:36:01,1
0.595844907,3
73:56:03,3
75:29:01,3
81:19:01,3
77:34:01,3
49:29:01,0
0.557662037,3
44:56:02,1
74:47:02,3
82:24:01,1
50:46:01,3
79:18:01,0
49:03:01,3
75:03:02,3
81:20:02,3
74:17:02,0
50:31:02,3
0.614606481,3
72:21:01,3
0.931956019,0
46:49:01,1
12:28:02,3
0.469467593,1
13:21:01,2
46:04:01,3
80:25:01,0
82:26:01,3
4:10:02,3
75:58:01,2
79:36:02,0
51:04:01,1
43:26:01,3
78:26:02,0
0.611122685,2
81:34:01,0
49:30:01,3
0.552789352,3
0.15556713,0
0.395844907,3
76:30:01,0
74:51:01,1
2:40:02,1
44:15:02,0
52:22:02,3
5:56:01,3
43:25:02,3
75:14:01,3
43:07:02,1
72:57:01,3
12:06:02,3
76:28:02,1
8:40:01,3
80:48:02,1
76:27:02,3
76:15:02,3
76:54:02,3
0.42431713,1
0.225011574,0
77:46:01,0
12:57:01,3
42:22:03,2
47:16:02,3
6:27:02,3
11:43:01,2
0.485428241,3
75:36:01,1
47:02:01,1
72:35:01,3
76:55:01,1
82:27:02,3
0.695844907,1
75:06:02,3
2:19:01,1
51:52:02,2
0.586122685,3
75:50:01,1
0.163900463,2
48:09:01,0
43:01:01,3
46:23:01,0
50:05:02,3
0.423645833,0
44:42:01,1
0.42431713,3
13:46:01,0
76:37:02,0
77:11:02,2
74:33:01,3
0.168761574,3
74:49:01,3
9:15:02,3
82:33:01,3
80:57:01,3
11:22:01,0
0.506967593,0
43:58:02,3
81:19:01,3
0.764606481,0
49:52:01,1
83:25:01,0
47:14:01,1
46:54:01,0
12:17:02,2
46:00:01,3
0.245150463,3
75:09:01,3
0.593773148,0
0.496539352,1
46:39:01,3
51:02:01,3
0.424328704,0
42:29:01,3
46:52:02,3
0.217384259,3
51:15:02,3
74:36:01,3
76:47:02,0
5:55:02,3
0.594456019,3
0.179872685,3
0.575706019,3
45:56:02,1
46:38:02,3
0.515289352,0
0.450011574,0
42:59:01,1
43:06:01,1
0.311828704,3
4:28:01,1
84:07:02,1
0.590300926,3
0.546539352,0
13:56:01,1
73:56:01,0
8:48:01,0
46:21:02,3
76:38:01,1
0.402800926,1
13:07:01,3
1.014606481,0
49:47:02,0
73:53:02,3
73:12:01,1
0.656967593,1
79:50:02,3
80:34:01,3
45:13:01,1
0.541678241,3
0.608344907,1
75:56:02,3
42:36:01,0
0.177800926,3
0.174328704,3
5:26:01,1
0.34099537,1
78:21:02,1
13:50:02,3
78:51:02,3
45:23:01,0
12:57:01,3
0.620150463,3
44:09:01,1
77:31:02,3
80:59:01,3
0.513206019,0
78:25:01,3
81:28:01,1
8:10:01,0
45:16:03,3
13:59:01,3
0.629884259,3
0.46599537,3
79:36:01,1
78:45:02,3
73:29:02,3
46:28:02,1
80:23:02,3
41:20:02,3
73:02:01,1
2:38:01,3
0.681273148,1
49:25:01,1
0.623622685,3
9:40:01,0
0.597928241,3
52:45:01,1
42:50:02,1
11:50:01,1
82:12:01,3
75:49:02,3
46:06:01,3
13:41:02,1
51:26:02,3
76:39:01,1
0.280578704,1
0.460428241,0
46:10:01,1
47:52:01,3
76:35:01,1
0.256967593,1
0.404178241,1
0.250011574,1
0.311122685,2
48:19:01,1
0.589594907,3
83:21:01,0
45:09:01,3
46:39:02,1
8:05:01,3
0.559733796,3
4:37:01,3
47:55:01,3
0.61181713,0
82:29:02,1
0.188912037,2
0.533344907,1
79:19:02,1
43:07:01,0
45:46:01,3
72:49:01,3
9:07:01,1
49:06:02,3
0.639594907,0
49:29:02,3
5:59:01,3
72:23:02,1
48:47:01,1
45:06:01,3
74:06:01,3
45:06:01,1
80:30:01,3
75:30:03,0
0.483344907,1
74:31:01,2
0.442384259,3
76:10:02,3
47:26:01,3
74:14:01,1
0.431956019,3
43:35:02,1
0.669456019,0
0.14306713,3
82:53:02,2
2:16:01,3
0.545150463,0
8:42:01,2
53:11:01,0
0.488206019,3
75:47:01,0
78:16:01,0
48:35:01,1
76:10:01,1
0.263900463,0
75:09:02,3
42:26:01,3
11:07:02,3
45:51:01,1
0.581967593,0
0.430590278,3
75:04:01,1
0.654178241,3
49:23:02,3
47:09:02,1
79:02:03,1
76:19:02,1
51:03:02,3
48:03:01,0
0.670844907,0
43:17:01,3
0.563900463,1
45:06:02,3
74:38:02,1
0.287511574,1
45:15:02,0
73:52:01,3
52:17:02,3
48:28:02,0
0.468761574,0
50:18:01,3
0.443773148,1
79:18:02,1
75:42:01,1
78:21:02,3
0.658356481,1
76:18:01,1
0.269456019,3
0.141678241,3
0.63056713,3
76:07:01,0
0.622928241,1
48:11:03,2
9:32:02,1
73:54:01,3
80:33:02,1
44:25:02,0
76:30:02,3
48:32:02,3
75:24:02,0
77:23:01,1
80:12:02,0
0.43056713,3
0.211134259,3
0.498622685,3
0.659039352,3
0.363217593,3
0.536828704,1
75:49:02,3
0.301423611,3
0.279872685,1
0.263217593,1
0.660428241,0
76:38:02,1
0.594467593,3
0.175011574,3
83:16:02,0
12:04:01,2
79:42:01,1
75:03:01,3
0.581967593,3
12:46:02,3
0.136134259,1
0.260439815,3
0.220162037,1
75:09:02,3
0.571539352,3
74:19:01,3
6:24:02,0
73:19:01,2
50:13:01,3
0.459039352,3
45:37:01,3
0.131273148,1
0.570162037,3
0.407650463,0
0.600011574,3
47:18:02,3
12:07:02,3
73:03:01,1
0.267372685,3
78:19:02,3
0.529872685,0
78:14:01,3
46:51:03,3
0.652106481,0
49:15:01,3
76:20:01,2
0.293761574,1
41:59:01,1
0.620844907,3
45:32:01,3
4:34:01,3
51:28:01,1
9:24:02,3
82:50:01,3
45:52:02,2
75:24:01,3
45:54:02,3
72:55:01,3
11:05:01,1
48:38:01,1
77:48:01,3
0.584039352,3
47:31:02,3
76:24:02,3
6:11:01,3
82:36:02,1
43:46:01,3
0.516018519,0
73:48:01,0
45:28:01,2
46:26:02,3
46:15:02,1
79:46:01,1
48:39:02,1
46:03:02,3
43:11:02,1
4:20:01,0
76:28:02,2
0.470150463,1
47:09:01,3
43:47:01,2
0.498622685,1
48:01:01,1
48:32:01,3
79:44:01,1
46:59:02,0
76:41:02,2
47:39:02,3
82:33:02,3
47:46:01,1
0.631273148,2
0.588206019,1
0.450706019,1
75:11:01,0
0.683356481,1
13:20:01,1
48:29:01,1
13:38:01,3
43:44:02,0
49:00:04,3
81:03:02,0
0.650011574,0
82:12:01,0
76:59:02,1
2:55:01,3
48:19:01,1
2:05:02,1
44:32:01,3
76:37:01,0
47:13:02,1
0.606956019,2
9:57:01,3
0.215300926,3
77:16:01,3
47:41:01,1
0.704178241,1
13:33:01,1
12:24:01,0
82:22:01,3
74:22:01,1
0.241678241,1
12:56:01,3
79:56:01,1
0.590983796,3
95:23:02,0
48:34:02,1
81:46:01,3
77:19:01,3
82:04:03,1
0.17224537,3
46:11:01,3
0.438900463,3
46:18:01,0
0.591678241,3
12:03:02,3
2:01:01,3
0.166678241,1
0.650717593,1
77:54:01,0
45:55:01,3
89:21:02,3
73:02:02,1
73:11:01,3
82:13:02,0
0.658344907,0
44:52:02,1
0.620162037,3
83:32:02,1
0.450023148,1
75:49:01,3
46:27:02,3
73:30:01,3
46:52:01,3
73:57:01,0
44:17:02,3
12:45:02,1
0.509039352,3
75:05:02,3
4:58:01,0
11:23:02,3
3:07:02,3
74:18:02,3
45:33:02,1
50:34:02,3
0.765289352,1
45:10:02,3
6:50:01,3
11:45:02,3
79:20:02,3
78:02:02,1
0.663217593,3
49:21:02,0
0.59099537,3
47:19:01,3
73:46:02,3
0.434039352,1
46:02:01,1
0.672233796,3
79:41:01,0
75:57:01,1
8:16:02,1
0.451400463,3
80:22:02,0
76:01:01,3
82:02:02,3
9:12:01,3
0.315289352,3
47:12:01,3
48:51:02,3
42:25:02,1
77:17:02,3
81:19:01,0
0.656273148,0
0.437511574,1
0.315289352,1
75:51:02,3
43:03:01,0
75:20:01,1
76:13:01,2
46:47:01,1
74:45:01,3
75:58:02,1
73:04:01,1
76:27:01,1
0.375011574,3
82:50:03,3
0.452789352,3
47:04:01,1
13:50:01,0
46:25:02,1
45:19:03,1
81:53:02,0
50:00:01,1
0.646550926,0
49:15:02,3
0.652789352,3
74:46:01,3
0.500023148,3
47:21:01,1
75:55:02,3
13:25:02,1
41:08:01,3
48:29:02,0
48:22:01,1
11:51:02,2
0.627094907,0
43:54:01,1
8:33:01,1
43:51:02,1
79:42:01,2
76:44:01,3
1.015300926,1
0.251412037,3
0.163900463,3
79:25:02,1
46:13:01,0
46:11:02,3
12:52:01,3
80:33:01,0
77:11:01,0
49:11:01,3
77:03:01,3
44:27:01,3
13:54:01,3
77:09:02,0
77:42:02,1
0.381261574,3
50:31:01,0
76:01:01,0
6:29:01,3
51:55:02,0
49:00:05,1
41:28:02,0
12:50:01,1
0.630578704,3
76:44:01,3
74:10:01,0
6:20:01,3
13:59:02,1
49:04:02,3
80:29:01,3
50:40:02,3
47:53:01,3
0.521539352,3
76:10:02,0
0.661828704,3
46:20:02,3
79:30:02,0
79:54:01,2
45:35:01,3
0.456261574,2
79:11:01,0
43:22:02,3
52:09:02,3
12:28:02,0
0.452094907,1
82:06:01,0
47:50:01,3
79:59:01,3
82:37:02,1
76:01:01,3
43:03:01,3
0.137523148,1
47:14:01,3
51:44:01,1
11:14:01,3
6:57:01,1
48:28:02,1
4:04:02,3
4:16:01,1
76:03:01,3
82:38:02,1
72:22:01,1
50:18:02,0
0.475023148,3
79:34:01,2
5:43:02,3
80:36:03,1
50:09:03,3
82:39:02,3
47:23:02,3
4:56:01,2
49:14:01,3
76:25:02,0
0.31181713,1
78:22:01,0
44:52:01,1
0.689594907,3
81:15:01,1
0.391678241,1
0.590983796,3
4:15:01,1
12:51:02,1
50:16:01,0
11:27:01,3
82:19:01,0
44:52:01,2
44:34:02,3
42:32:02,1
0.58474537,1
75:18:02,3
80:42:02,1
84:56:01,3
9:06:02,3
50:27:03,1
49:29:02,3
45:56:01,1
0.150011574,3
79:15:02,3
74:50:01,1
48:23:01,0
78:23:01,3
74:01:01,3
0.61806713,3
13:56:02,3
41:07:02,3
79:12:02,1
0.452789352,3
75:28:02,3
46:32:01,3
43:37:01,3
75:27:01,3
0.58681713,3
82:49:02,0
76:58:02,0
12:23:01,1
47:56:02,3
4:47:02,3
50:17:01,0
49:03:02,3
0.652800926,1
0.604884259,3
75:18:02,3
0.168761574,1
82:22:01,3
12:50:02,3
0.132650463,3
81:10:02,0
0.546539352,2
81:20:01,1
43:21:02,0
83:03:01,3
74:22:01,3
0.66599537,1
0.175706019,0
47:24:02,1
72:56:01,1
50:09:01,1
43:10:01,3
76:04:03,3
4:21:02,3
50:05:02,3
0.429178241,3
42:27:02,3
50:29:02,1
82:22:03,0
0.623634259,0
42:33:01,1
0.559039352,1
44:17:02,3
3:52:02,3
9:06:01,1
0.266678241,1
77:05:01,3
0.555578704,0
0.145150463,1
48:45:03,3
44:56:01,3
9:53:02,1
73:29:01,1
49:50:02,1
79:55:01,3
82:08:01,0
50:47:01,3
0.144456019,1
11:50:01,3
72:55:02,0
0.661122685,3
0.14099537,1
0.588900463,3
47:41:02,3
0.254872685,3
0.668078704,3
47:48:01,3
0.517372685,1
76:08:01,1
43:29:01,3
45:03:02,3
2:02:04,3
74:24:01,3
0.527094907,1
0.618773148,0
50:06:02,3
0.55974537,3
75:56:01,3
74:17:01,3
2:48:02,0
48:03:02,3
50:16:01,3
72:34:01,0
45:40:02,1
0.60349537,3
43:01:02,0
49:03:02,3
11:42:02,0
0.543773148,3
46:59:02,1
0.415983796,1
45:13:02,1
0.436828704,1
76:42:01,0
0.620844907,3
0.160428241,3
75:44:02,3
46:47:02,3
46:16:01,1
74:23:02,3
78:02:02,1
79:24:02,3
43:42:02,3
12:47:02,1
48:46:02,3
75:34:01,3
78:35:02,1
51:38:02,3
0.60349537,3
43:38:01,0
42:22:01,1
73:58:01,1
50:52:01,3
45:27:01,3
81:12:01,0
74:50:01,3
46:21:01,3
46:01:01,1
0.572233796,3
0.593773148,1
50:03:01,1
82:31:01,1
0.610439815,0
4:11:01,1
49:40:02,1
0.287523148,3
0.609039352,1
2:26:01,3
81:16:02,3
46:24:01,1
75:03:01,3
50:43:01,3
0.519456019,1
3:32:02,1
0.604189815,3
46:06:02,1
77:31:02,0
0.661134259,3
73:50:01,0
45:45:01,0
0.631273148,3
6:11:02,0
72:10:01,1
45:26:03,3
42:39:02,3
76:20:01,1
0.597928241,0
76:10:01,3
73:53:02,3
58:29:03,3
74:22:01,3
75:42:02,3
47:31:01,3
0.61181713,3
78:41:02,3
0.563969907,3
76:26:02,0
0.57849537,1
3:07:02,3
74:03:02,1
12:27:02,3
79:10:02,3
58:21:02,0
0.622928241,1
8:45:01,3
0.604872685,1
48:07:01,3
42:05:01,3
51:07:02,2
0.461828704,3
0.544467593,3
82:04:02,1
45:32:01,1
46:28:01,1
77:34:02,1
0.415289352,1
46:12:01,1
48:54:01,3
11:38:01,3
13:50:01,3
0.606979167,3
0.654189815,0
13:44:01,3
0.649328704,1
0.543773148,3
0.68474537,3
76:22:01,3
83:09:01,3
80:59:02,3
0.377094907,3
76:05:02,0
0.601400463,0
48:16:02,0
73:47:01,3
46:17:02,1
0.438900463,1
0.492395833,1
78:14:02,3
0.46181713,3
0.611134259,3
82:16:02,0
0.577106481,3
78:07:02,1
84:14:01,3
0.565289352,0
47:57:02,1
43:10:01,3
72:15:01,3
45:55:03,1
0.587523148,0
46:29:01,3
75:17:01,0
45:46:02,0
74:02:03,1
0.485428241,1
74:24:02,3
49:09:01,3
2:33:01,3
74:55:01,3
75:17:02,1
8:40:01,0
76:39:01,1
75:04:01,3
75:11:01,3
76:09:01,3
74:14:01,3
84:16:01,3
79:57:01,1
80:07:01,1
51:21:02,1
76:10:01,1
0.604884259,3
95:21:02,0
0.515983796,3
0.447233796,1
0.459733796,1
51:20:01,1
50:37:01,1
0.61599537,1
44:58:01,0
49:02:02,1
79:25:01,3
77:40:02,1
0.381967593,0
0.16181713,3
0.709039352,0
49:03:01,1
82:15:01,0
48:09:01,1
0.313912037,0
73:01:02,1
44:42:02,3
80:54:04,2
0.472928241,3
48:09:01,3
0.218761574,3
5:53:01,1
79:24:01,1
45:43:02,3
73:25:03,1
51:01:02,3
12:30:01,3
9:35:01,1
49:04:01,1
78:27:03,3
13:33:01,3
0.667372685,1
0.553483796,3
75:54:02,3
77:00:02,3
74:07:02,1
42:21:01,1
0.434050926,3
0.645844907,1
0.696539352,3
73:08:01,3
0.247233796,1
0.612511574,1
0.53056713,3
0.297233796,3
73:05:01,3
73:43:01,1
0.675717593,1
77:08:02,1
0.592372685,3
42:38:02,1
42:49:01,3
11:30:02,3
47:28:01,3
48:37:01,2
0.552789352,1
0.522939815,0
0.427800926,1
11:48:01,1
0.615289352,3
0.482650463,3
73:44:01,3
74:38:01,3
0.544467593,3
41:49:02,3
0.446550926,3
46:25:01,1
13:50:01,1
2:43:01,1
75:27:02,1
50:00:02,3
0.5340625,1
78:06:02,3
72:33:01,1
43:25:01,3
0.56181713,1
80:26:01,3
0.645150463,3
48:01:02,1
0.172233796,3
80:06:01,3
11:24:03,3
0.475717593,0
81:25:02,3
50:17:03,1
0.418078704,3
45:24:01,3
45:26:02,3
47:42:01,3
81:53:03,3
4:23:01,1
51:36:02,3
75:50:01,3
49:38:01,0
82:01:01,3
76:38:02,3
72:28:02,3
74:47:02,3
0.125706019,3
41:07:01,2
43:28:02,0
48:58:02,3
9:01:01,1
49:36:02,1
13:41:02,1
75:39:01,3
77:12:03,3
50:40:02,3
0.607650463,3
49:45:01,3
75:42:01,1
12:52:02,1
45:03:03,3
0.446550926,0
0.400706019,3
81:09:01,1
0.640983796,3
84:33:01,3
4:03:02,3
80:02:01,0
0.565983796,3
74:42:01,2
82:08:02,1
0.236828704,3
73:48:01,0
48:38:01,3
79:30:01,0
0.637523148,1
83:26:02,2
47:54:01,3
0.165983796,1
76:09:02,0
47:37:01,0
82:28:01,0
75:45:01,1
0.532662037,0
0.658356481,3
46:46:01,3
8:23:02,3
80:58:01,3
50:50:01,3
82:24:01,3
45:25:01,0
43:34:02,1
43:09:01,1
0.640983796,3
0.570844907,0
0.663206019,1
47:23:01,0
81:48:01,2
0.606956019,3
52:25:02,2
47:08:01,0
76:53:01,1
78:21:02,1
5:50:01,1
77:51:01,1
48:50:01,3
82:02:01,1
0.507650463,0
0.60349537,3
0.314606481,1
0.263912037,3
12:45:02,0
78:53:02,0
0.640289352,2
45:18:01,1
41:33:01,1
42:13:02,3
0.125011574,3
9:38:02,0
0.615289352,3
0.180578704,1
43:51:02,1
0.235428241,0
75:16:01,1
0.28681713,3
76:18:02,1
2:32:02,1
48:10:01,0
8:58:02,3
0.43681713,3
74:15:01,2
5:46:01,0
0.315983796,0
45:51:01,0
52:43:02,0
0.66599537,3
80:02:02,0
74:57:01,3
0.544456019,3
47:40:01,3
84:28:01,0
43:38:02,3
42:17:04,1
4:16:01,2
0.572233796,3
3:22:02,3
0.650011574,1
50:09:02,3
46:21:01,0
0.456979167,0
8:41:01,1
75:36:03,0
0.382650463,1
79:19:01,1
75:31:01,0
78:15:01,1
78:18:02,0
75:29:02,1
0.126400463,1
42:46:01,1
0.485428241,0
77:17:01,3
74:26:03,1
4:38:02,3
0.620150463,0
73:14:01,3
0.606967593,3
74:21:01,1
41:05:02,3
0.617384259,0
75:49:02,0
0.642372685,3
74:06:01,3
5:56:02,1
0.690289352,1
5:11:02,3
45:30:01,3
76:46:01,1
0.263912037,3
0.423634259,3
0.42849537,3
75:34:01,3
48:07:01,1
0.433344907,3
76:03:02,3
74:42:03,1
2:10:01,1
0.559039352,1
0.465289352,3
73:25:01,3
79:56:02,1
48:25:02,3
48:34:01,0
0.500717593,0
0.407662037,0
11:13:01,0
75:20:01,0
43:55:02,0
49:04:02,3
83:45:01,0
82:56:01,1
2:07:01,3
46:43:01,3
50:45:01,0
76:00:01,3
0.576400463,3
76:22:01,3
81:01:02,1
0.433356481,3
0.488900463,3
0.606261574,1
11:26:01,3
49:20:01,3
79:09:01,3
46:23:01,2
0.470162037,1
74:35:02,1
72:35:01,3
0.164606481,3
0.63681713,3
52:39:01,3
12:51:01,3
0.408344907,3
45:07:01,3
51:35:02,3
76:12:02,1
0.309050926,1
73:06:01,3
5:59:01,0
78:26:02,3
2:15:01,3
82:08:02,3
79:18:01,0
76:41:02,3
82:17:01,1
50:52:02,0
82:13:02,0
83:41:02,3
83:58:02,0
74:43:01,3
75:14:02,1
9:07:02,3
45:44:01,3
82:06:02,3
42:08:01,3
12:10:02,3
81:39:01,1
51:11:02,1
43:01:01,1
0.592372685,3
9:36:01,3
8:50:01,1
49:04:02,0
0.610428241,0
0.583344907,3
73:30:02,1
46:51:01,0
45:33:01,3
46:20:01,3
74:52:04,0
0.463900463,1
43:21:01,3
9:56:01,1
0.264606481,3
78:43:01,0
0.391678241,1
51:16:01,3
81:07:01,0
76:25:02,3
0.473622685,2
0.600706019,1
0.17849537,3
0.724328704,1
48:59:01,3
0.471539352,3
42:23:01,3
81:53:02,0
47:56:02,1
50:22:01,1
51:08:01,3
79:28:02,3
81:30:01,1
0.300011574,1
0.54099537,2
9:13:01,3
0.588206019,3
79:26:01,2
0.271550926,1
49:39:01,3
13:46:02,3
48:09:02,3
78:55:02,3
74:52:02,0
0.655578704,3
74:43:01,3
83:42:02,0
74:31:01,0
45:33:02,3
0.67224537,0
75:39:01,3
76:19:01,0
0.402094907,3
82:07:02,3
53:30:02,3
0.615983796,3
81:45:02,1
13:41:01,3
0.563912037,1
5:18:01,0
74:18:02,3
77:25:02,3
0.668773148,3
0.476400463,1
0.596539352,3
78:27:01,1
44:07:01,1
0.465300926,0
75:02:01,3
73:53:01,0
48:24:02,3
79:38:01,3
51:04:02,0
46:31:02,1
75:01:01,1
76:15:01,1
49:36:01,3
83:44:01,1
46:26:01,0
0.626400463,3
80:21:01,1
51:28:02,0
75:01:01,3
44:28:02,3
79:06:02,3
79:20:01,3
0.694456019,1
2:50:01,3
0.148622685,3
11:39:01,1
80:19:02,3
83:40:01,1
0.584039352,3
80:48:01,1
79:15:02,0
0.546550926,1
0.170844907,3
12:11:01,1
11:49:01,3
78:21:01,3
0.595150463,1
13:56:02,3
0.17224537,0
0.550717593,3
0.460428241,3
0.597939815,3
72:53:01,1
0.54306713,2
5:02:01,3
0.586122685,3
0.452094907,2
0.353483796,0
76:14:01,3
47:39:01,3
6:08:01,0
0.531261574,1
0.593078704,1
47:55:02,1
0.39724537,3
46:01:01,1
11:49:01,1
0.584733796,3
47:17:01,3
46:51:01,0
75:40:01,3
2:50:01,2
0.542372685,3
76:01:02,1
41:37:01,1
0.651412037,0
75:49:01,3
74:43:02,0
0.408344907,2
13:23:01,3
0.179872685,0
75:35:02,0
51:09:01,1
51:10:01,2
49:07:01,3
75:43:01,0
0.454178241,0
50:04:01,1
51:06:02,0
0.423634259,1
9:25:02,3
80:29:01,0
0.466678241,3
74:16:01,3
0.46806713,3
92:23:01,3
76:04:01,3
43:18:01,1
8:32:01,2
75:48:01,3
0.588217593,3
42:29:02,1
0.162511574,3
50:54:01,3
44:21:01,1
45:16:02,3
75:22:01,3
47:36:01,0
0.250023148,0
43:29:02,3
8:35:01,1
50:02:02,1
49:07:02,0
73:03:01,3
81:56:01,3
82:54:02,3
12:49:01,1
78:50:02,3
50:40:02,3
42:03:01,3
77:15:01,0
73:28:01,0
46:13:01,3
76:51:02,3
0.580578704,3
4:24:01,1
76:54:01,3
45:16:02,2
82:12:01,3
82:13:01,0
48:17:02,1
11:27:01,1
78:28:01,1
5:10:02,3
72:34:02,1
51:11:01,1
0.568761574,1
74:28:01,3
9:11:01,1
0.164594907,1
74:22:02,1
76:50:02,1
8:01:01,0
49:14:01,3
12:42:03,2
50:57:02,1
80:20:01,1
49:18:01,1
0.164606481,1
0.627106481,1
46:23:02,1
12:49:01,3
43:35:02,1
46:07:01,1
0.170844907,3
0.381979167,0
0.602094907,3
0.889594907,1
76:47:01,1
13:28:01,1
11:36:02,0
44:35:01,0
76:58:01,1
83:39:02,3
74:09:01,3
4:02:02,3
73:46:01,1
43:38:02,3
0.566678241,3
0.682650463,3
79:27:01,1
43:47:02,3
0.61181713,3
74:32:01,1
48:44:01,3
4:32:02,0
0.636134259,3
76:20:02,3
13:53:01,0
47:01:01,3
43:58:02,3
45:18:01,3
76:27:02,3
81:14:01,3
2:48:02,0
76:28:02,1
0.60974537,0
0.48056713,3
13:34:01,1
77:26:01,3
0.454178241,3
0.590289352,3
75:08:02,0
41:34:02,2
74:16:02,1
43:44:02,2
2:52:01,1
0.567384259,0
45:34:02,1
0.617372685,3
47:17:01,3
75:13:02,3
79:31:02,3
82:23:02,1
74:04:01,3
0.563206019,0
0.195150463,3
45:32:01,1
50:37:02,0
45:33:01,3
0.636828704,1
78:17:03,0
50:08:01,0
74:20:01,1
48:11:01,3
2:21:01,2
44:20:02,3
45:02:02,0
0.585428241,3
43:12:01,3
0.593761574,3
0.382662037,1
83:46:01,1
45:04:02,1
0.656261574,1
0.393761574,0
0.602094907,3
83:53:01,0
0.663900463,0
4:28:01,1
0.156967593,1
0.681273148,1
0.490289352,3
0.298622685,1
0.547928241,1
76:09:01,3
41:26:01,1
0.382662037,1
76:08:02,2
45:51:01,1
2:06:01,1
48:37:01,3
79:34:01,1
0.167372685,3
47:06:02,1
0.574328704,1
3:23:03,3
49:55:02,3
0.39099537,0
46:52:01,0
80:15:02,3
11:33:01,1
77:11:02,3
73:50:02,1
12:12:01,3
76:02:02,1
50:33:01,0
0.418773148,3
0.395150463,3
45:22:01,1
12:10:01,1
75:08:03,3
49:20:01,1
50:20:01,3
73:53:01,3
79:01:02,0
11:32:03,0
75:01:01,1
46:16:01,1
0.309050926,1
75:36:02,1
78:28:01,1
43:13:01,1
50:33:02,0
5:52:02,0
0.54931713,3
46:05:02,3
0.212511574,3
44:40:02,3
0.532673611,3
48:48:01,1
0.466678241,0
0.598634259,1
12:07:01,1
0.266689815,0
81:50:01,1
0.605578704,3
82:14:02,3
12:27:01,3
0.211828704,3
82:17:02,0
41:41:02,3
81:10:01,3
0.589594907,3
43:05:01,3
0.545844907,3
46:53:02,0
43:40:01,1
79:19:01,3
0.320150463,3
73:48:01,3
0.268078704,0
49:23:01,3
45:25:02,3
81:55:01,3
79:39:02,1
48:05:01,3
80:25:02,1
0.428506944,3
0.196550926,1
47:20:03,1
46:04:02,3
44:04:02,1
74:44:03,3
51:37:01,3
13:26:01,0
45:08:02,3
73:22:01,2
0.596539352,3
94:23:01,1
0.669467593,0
43:50:02,3
82:08:02,1
0.415983796,0
13:37:02,3
12:41:02,3
0.239606481,3
43:18:01,3
0.231956019,2
0.568773148,3
76:39:02,1
45:54:01,3
77:07:02,3
50:08:02,1
47:03:01,1
75:18:01,3
43:28:01,0
0.388912037,1
76:01:01,3
0.621550926,2
0.215300926,3
0.638217593,3
0.666689815,0
75:53:02,3
0.509733796,3
74:17:02,3
45:23:01,0
51:51:01,0
44:52:01,0
0.659733796,1
0.647233796,2
81:26:01,3
45:43:01,3
76:29:02,3
78:09:02,3
0.525706019,3
41:42:02,1
0.63474537,0
0.67431713,3
74:52:02,1
85:05:01,3
78:02:01,3
46:23:01,1
78:33:02,1
0.618761574,3
6:11:01,1
48:21:01,1
47:57:02,1
0.526412037,3
52:00:01,3
0.502094907,3
0.470844907,3
83:20:02,3
76:25:01,0
75:29:01,3
74:22:01,3
79:30:01,3
74:11:01,1
0.456967593,1
0.660439815,2
82:00:01,3
0.442384259,3
82:30:01,3
74:34:02,1
11:54:01,3
0.677800926,1
2:34:01,3
76:55:02,1
0.469456019,1
77:15:02,3
84:23:01,3
81:02:02,1
50:00:02,0
45:34:01,3
0.391678241,3
0.147233796,0
77:07:02,3
76:18:01,3
0.33681713,1
82:51:02,1
0.326412037,3
75:31:01,0
45:31:01,1
0.440289352,3
0.638206019,1
43:12:01,1
76:30:01,1
76:15:02,0
0.398634259,2
82:14:01,1
0.151412037,0
76:00:02,2
0.626412037,0
45:16:01,0
45:45:01,3
41:13:01,3
79:13:01,3
50:57:01,1
76:16:01,1
50:23:01,3
81:47:01,3
73:49:01,3
0.152789352,3
0.609050926,1
49:10:01,1
4:51:02,2
0.668761574,1
8:17:01,3
9:39:02,0
48:49:02,1
0.604872685,0
0.681967593,3
51:16:01,3
0.645844907,1
47:17:01,0
48:07:02,3
0.20974537,3
50:45:01,1
76:32:02,1
47:00:01,0
75:31:01,3
73:49:02,3
